Source,Target,Weight
"Danilova, Alexandra Dionisyevna","Krauter, Marvin",1
"Danilova, Alexandra Dionisyevna",Lacca,1
"Danilova, Alexandra Dionisyevna","Lang, Harold",4
"Danilova, Alexandra Dionisyevna","Lauret, Jeanette",2
"Danilova, Alexandra Dionisyevna","Lvova, Ludmilla",5
"Danilova, Alexandra Dionisyevna","Markoff, Mischa",1
"Danilova, Alexandra Dionisyevna","Marra, Eleonora",3
"Danilova, Alexandra Dionisyevna","Massine, Leonide",2
"Danilova, Alexandra Dionisyevna","Mladova, Milada",7
"Danilova, Alexandra Dionisyevna","Orth, Betty",2
"Danilova, Alexandra Dionisyevna","Picon, Armand",4
"Danilova, Alexandra Dionisyevna",Rolanoff,1
"Danilova, Alexandra Dionisyevna","Rostova, Lubov",2
"Danilova, Alexandra Dionisyevna","Roudenko, Lubov",5
"Danilova, Alexandra Dionisyevna",Sampson,4
"Danilova, Alexandra Dionisyevna","Scarpova, Anna",7
"Danilova, Alexandra Dionisyevna","Semenoff, Simon",2
"Danilova, Alexandra Dionisyevna","Semenova, Tania",3
"Danilova, Alexandra Dionisyevna","Starbuck, James",7
"Danilova, Alexandra Dionisyevna",Thomas,1
"Danilova, Alexandra Dionisyevna",Tomin,1
"Danilova, Alexandra Dionisyevna","Toumine, Svatioslav",4
"Danilova, Alexandra Dionisyevna","Vazquez, Roland",1
"Danilova, Alexandra Dionisyevna","Vlasoff, Anton",4
"Danilova, Alexandra Dionisyevna","Volkoff, Chris",6
"Danilova, Alexandra Dionisyevna","Williams, Karel",2
"Danilova, Alexandra Dionisyevna","Woicikowska, Sonia",4
"Danilova, Alexandra Dionisyevna",Youroff,1
"Danilova, Alexandra Dionisyevna","Youskevitch, Igor",3
"Danilova, Alexandra Dionisyevna","Zoritch, Georges",2
"Danisi, Joseph","Bernstein, T.",3
"Danisi, Joseph","Daroff, Louis",3
"Danisi, Joseph","Fradkin, S.",3
"Danisi, Joseph","Klein, L.",3
"Danisi, Joseph","Price, M.",3
"Danisi, Joseph","Rosen, Abraham",3
"Danisi, Joseph","Rosenstock, Milton",3
"Danisi, Joseph","Weiselberg, M.",3
"Danisi, Joseph","Wolf, T.",3
"Dankworth, Johnny",Johnny Dankworth Orchestra,1
"Danner, James",Brooklyn Youth Chorus,1
"Danner, James",Juilliard Choral Union,2
"Dannreuther, Gustav",Joubert,1
"Dannreuther, Gustav","Schenck, Emil",1
"Dannreuther, Gustav","Schulz, Leo",1
"Darbo, Erica","Alvers, Zinaida",1
"Darbo, Erica",Art of Musical Russia,1
"Darbo, Erica","Bart, Lys",1
"Darbo, Erica","Chambers, Peter",1
"Darbo, Erica","D'Angelo, Louis",1
"Darbo, Erica","Dunbar, John",1
"Darbo, Erica","Haywood, Charles",1
"Darbo, Erica","Kallini, Josef",1
"Darbo, Erica","Loewenthal, Eugene",1
"Darbo, Erica","Menz, Clifford",1
"Darbo, Erica","Oncley, Paul",1
"Darbo, Erica","Purdey, Louis",1
"Darbo, Erica","Velikanoff, Ivan",1
"Darbo, Erica","de Vries, Sydney",1
"Darde, Nicole","Cussac, Jean",1
"Darde, Nicole","Devos, Helene [Hélène]",1
"Darde, Nicole","Germain, Jose",1
"Darde, Nicole","Meunier, Claudine",1
"Darde, Nicole","Noves, Joseph",1
"Darde, Nicole","Swingle, Ward",1
"Darian, Anita","Benton, Robert",1
"Darian, Anita",Choral Art Society,12
"Darian, Anita","Cumberland, David",2
"Darian, Anita","Driscoll, Loren",10
"Darian, Anita","Edwards, Ryan",1
"Darian, Anita","Floyd, Alpha",1
"Darian, Anita","Hall, David",1
"Darian, Anita",Juilliard Chorus,1
"Darian, Anita","Ousley, John Mack",1
"Darian, Anita","Reardon, John",7
"Darian, Anita","Ross, Howard",2
"Darian, Anita","Spoto, Frank",1
"Darian, Anita","Warren, Forest",1
Darks,Anfimoff,1
Darks,Antonoff,3
Darks,Bolchakoff,3
Darks,Braverman,4
Darks,Dee Remer,3
Darks,Denizan,3
Darks,"Eisner, Betty",4
Darks,Feveiskaya,3
Darks,"Fokine, Michel",5
Darks,"Fokine, Vera",1
Darks,Jankelevitch,4
Darks,Jensen,1
Darks,Kaminsky,4
Darks,Koshkina,4
Darks,May,1
Darks,Motovsky,2
Darks,Nadia,1
Darks,Naila,1
Darks,Natalia,2
Darks,Rechetnikoff,1
Darks,Rosenbaum,4
Darks,Taranda,4
Darks,Volkenau,4
Darks,Waxgiser,3
Darks,Wilga,1
Darks,"Winter, Lois",4
Darks,Wolodin,4
Darks,Wyne,4
"Darlington, Dorothy","Carroll, David",6
"Darlington, Dorothy","Davidoff, Judith",6
"Darlington, Dorothy","Deak, Jon",6
"Darlington, Dorothy","Marshall, Peter",2
"Darlington, Dorothy","Party, Lionel",4
"Darlington, Dorothy","Shin, Dongsok",2
"Darlington, Dorothy","Stepansky, Alan",6
"Darlington, Dorothy","Tritle, Kent",4
"Darmody, Hudson","Eustis, Edwina",1
"Darmody, Hudson","Kirk, Florence",1
"Darmody, Hudson","Ljungberg, Goeta",1
"Darmody, Hudson","Pettinor, Irra",1
"Daroff, Louis","Bernstein, T.",3
"Daroff, Louis","Fradkin, S.",3
"Daroff, Louis","Klein, L.",3
"Daroff, Louis","Rosen, Abraham",3
"Daroff, Louis","Weiselberg, M.",3
"Darwin, Glenn",Oratorio Society of New York,1
"Darwin, Glenn",Schola Cantorum of NY,2
"Das, Sandeep","Brey, Carter",1
"Das, Sandeep","Kim, Lisa Eunsoo",2
"Das, Sandeep","Levinson, Eugene",2
"Das, Sandeep","Phelps, Cynthia",2
"Das, Sandeep","Staples, Sheryl",2
"Das, Sandeep","Young, Rebecca",2
"Dasch, Annette","Brey, Carter",1
"Dasch, Annette",Gaechinger Kantorei Stuttgart,1
"Dasch, Annette","Laskowski, Kim",1
"Dasch, Annette","O'Brien, Orin",1
"Dasch, Annette","Party, Lionel",1
"Dasch, Annette",Shenyang,1
"Dasch, Annette","Smith, Philip",1
"Dasch, Annette","Taylor, Daniel",1
"Dasch, Annette","Taylor, James",1
"Dasch, Annette","Tritle, Kent",1
"Daugherty, Mary Kathereen","Barnett, Milton",4
"Daugherty, Mary Kathereen","Barte [Barté], Leon",4
"Daugherty, Mary Kathereen","Beauchamp, Marjorie",1
"Daugherty, Mary Kathereen","Casanova, Juan",4
"Daugherty, Mary Kathereen","Chaffee, George",4
"Daugherty, Mary Kathereen","Clausen, Stella",3
"Daugherty, Mary Kathereen","Crockett, Deane",4
"Daugherty, Mary Kathereen","Denton, Dorothy",1
"Daugherty, Mary Kathereen","Dolova, Jean",4
"Daugherty, Mary Kathereen","Feldman, Rose",4
"Daugherty, Mary Kathereen",Fokine Ballet,1
"Daugherty, Mary Kathereen","Gerald, Vladimir",4
"Daugherty, Mary Kathereen","Girsch, Effin",4
"Daugherty, Mary Kathereen","Hageman, Genevieve",4
"Daugherty, Mary Kathereen","Halverson, Helen",2
"Daugherty, Mary Kathereen","Haskin, Harold",4
"Daugherty, Mary Kathereen","Himmel, Thelma",2
"Daugherty, Mary Kathereen","Kiddon, George",4
"Daugherty, Mary Kathereen","Lane, Joseph",4
"Daugherty, Mary Kathereen","Levine, Beatrice",4
"Daugherty, Mary Kathereen","Leweck, Madeleine",4
"Daugherty, Mary Kathereen","Loring, Eugene",4
"Daugherty, Mary Kathereen","Lyon, Annabelle",4
"Daugherty, Mary Kathereen","Mara, Thalia",4
"Daugherty, Mary Kathereen","Menz, Frances",4
"Daugherty, Mary Kathereen","Pekelner, Celia",4
"Daugherty, Mary Kathereen","Quin, Jack",4
"Daugherty, Mary Kathereen","Rohdes, Fred",4
"Daugherty, Mary Kathereen","Schwartz, Selma",4
"Daugherty, Mary Kathereen","Suzanne, Frances",4
"Daugherty, Mary Kathereen","Vaulkenou, Vera",4
"Daugherty, Mary Kathereen","Veralle, Edna",4
"Daugherty, Mary Kathereen","Weiskopf, Miriam",4
"Daum, Margaret","George, Virginia",1
"Daum, Margaret","Hopple, Mary",1
"Daum, Margaret","Johnston, Donald",1
"Daum, Margaret","Semmel, Scott",1
Dave Brubeck Quartet,"Brubeck, Dave",2
Dave Brubeck Quartet,"Desmond, Paul",2
Dave Brubeck Quartet,"Morello, Joe",2
Dave Brubeck Quartet,"Wright, Eugene",2
"Davenport, LaNoue","Blackman, Martha",1
"Davenport, LaNoue","Jordan, Paul",1
"Davenport, LaNoue","Maynard, Paul",1
"Davenport, Mary","Bowe, Morton",2
"Davenport, Mary","Eckles, Robert",2
"Davenport, Mary","Rhodes, Michael",1
"Davenport, Mary","Smith, Kenneth",3
"David, Esther","Fredricks, BJ",1
"David, Esther","Pierce, Jacqueline",1
"David, Franz Peter","Baugh, Leon",1
"Davidoff, Judith","Bardo, Lucy",2
"Davidoff, Judith","Botti, Robert",1
"Davidoff, Judith","Brewer, Edward",1
"Davidoff, Judith","Brey, Carter",3
"Davidoff, Judith",Browning School Boy's Choir,1
"Davidoff, Judith","Church, Sandra",1
"Davidoff, Judith","Fuller, Albert",1
"Davidoff, Judith","Ikuma, Keisuke",1
"Davidoff, Judith","LeClair, Judith P.",1
"Davidoff, Judith","Levinson, Eugene",3
"Davidoff, Judith",Little Church Around the Corner Boys' Choir,1
"Davidoff, Judith","O'Dette, Paul",1
"Davidoff, Judith","Party, Lionel",5
"Davidoff, Judith","Prince-Joseph, Bruce",1
"Davidoff, Judith","Raver, Leonard",1
"Davidoff, Judith","Robinson, Joseph",1
"Davidoff, Judith","Robinson, McNeill",1
"Davidoff, Judith",Schola Cantorum of NY,1
"Davidoff, Judith","Shin, Dongsok",1
"Davidoff, Judith","Siebert, Renee (Renée)",1
"Davidoff, Judith","Silverman, Stanley",1
"Davidoff, Judith",St. Luke's Chapel Choir,1
"Davidoff, Judith","Stacy, Thomas",1
"Davidoff, Judith","Tritle, Kent",3
"Davidson, John","Camerata Singers, The",1
"Davidson, John","Gillette, Anita",1
"Davidson, John","Hamilton, Margaret",1
"Davidson, John","Towers, Constance",1
"Davidson, Katherine","Brook, Paige",1
"Davidson, Katherine","Davidoff, Judith",1
"Davidson, Katherine","Di Cecco, Enrico",1
"Davidson, Katherine","Dicterow, Glenn",1
"Davidson, Katherine","Kuehn, Robert",1
"Davidson, Katherine","Raver, Leonard",1
"Davidson, Katherine","Robinson, Joseph",1
"Davidson, Katherine","Robinson, McNeill",1
"Davidson, Katherine","Rowe, Paul",1
"Davidson, Katherine","Stacy, Thomas",2
"Davidson, Katherine","Sylar, Sherry",2
"Davidson, Katherine","Watson, Betsy",1
"Davidson, Lawrence",Choral Art Society,2
"Davidson, Maxwell","Baer, Frederic",2
"Davidson, Maxwell","Davies, Benjamin Grey",1
"Davidson, Maxwell",Glee Club of the University of Pennsylvania,2
"Davidson, Maxwell",Matinee Musical Club Chorus of Philadelphia,2
"Davidson, Maxwell",Oratorio Society of New York,1
"Davidson, Maxwell",Schola Cantorum of NY,2
"Davidson, Maxwell",Silver,1
"Davies, Agnes","Amans, John",1
"Davies, Agnes","Comfort, Vaughn",4
"Davies, Agnes","Corigliano, John, Sr.",1
"Davies, Agnes","Edkins, J. Alden",4
"Davies, Agnes","Elwyn, David",4
"Davies, Agnes","Hain, William",1
"Davies, Agnes","Hale, Richard",1
"Davies, Agnes","Hatfield, Lansing",1
"Davies, Agnes","Henry, Helen",4
"Davies, Agnes","Huehn, Julius",1
"Davies, Agnes","Jagel, Frederick",1
"Davies, Agnes","Kaskas, Anna",5
"Davies, Agnes","Kullman, Charles",4
"Davies, Agnes","Labate, Bruno",1
"Davies, Agnes","Lehnerts, Mary Francis",4
"Davies, Agnes",Oratorio Society of New York,5
"Davies, Agnes","Pessl, Yella",1
"Davies, Agnes","Piastro, Mishel",1
"Davies, Agnes","Porter, Hugh",1
"Davies, Agnes","Rasely, George",4
"Davies, Agnes",Schola Cantorum of NY,1
"Davies, Agnes","Schon, Kenneth",4
"Davies, Agnes",St. Thomas' Choristers,1
"Davies, Agnes","Sten, Suzanne",1
"Davies, Benjamin Grey",Apollo Club Chorus,1
"Davies, Benjamin Grey","Baer, Frederic",1
"Davies, Benjamin Grey",Oratorio Society of New York,1
"Davies, Iestyn",Bach Collegium Japan,2
"Davies, Iestyn","Baltacigil, Fora",1
"Davies, Iestyn","Bordignon, Paolo",1
"Davies, Iestyn","Brey, Carter",2
"Davies, Iestyn","Burton, Dashon",1
"Davies, Iestyn","Duncan, Tyler",2
"Davies, Iestyn","Ellicott, Joshua",1
"Davies, Iestyn",Handel and Haydn Society Chorus,1
"Davies, Iestyn","Laskowski, Kim",2
"Davies, Iestyn","Muckey, Matthew",1
"Davies, Iestyn","Phan, Nicholas",1
"Davies, Iestyn","Slattery, Michael",1
"Davies, Iestyn","Suzuki, Masato",2
"Davies, Iestyn","Swenberg, Daniel",2
"Davies, Iestyn","Tritle, Kent",1
"Davies, Iestyn","Tsui, Connor",1
"Davies, Iestyn","Wedow, Gary Thor",1
"Davies, Iestyn","Westman, James",1
"Davies, Iestyn",Westminster Symphonic Choir,1
"Davies, Iestyn",Yale Schola Cantorum,2
"Davies, Iestyn","Zeugner, Max",1
"Davies, Neal","Bordignon, Paolo",8
"Davies, Neal","Brey, Carter",1
"Davies, Neal","Deak, Jon",8
"Davies, Neal","Henderson, Andrew Elliot",1
"Davies, Neal","Muckey, Matthew",8
"Davies, Neal","Nye, Roger",8
"Davies, Neal","Smith, Thomas",1
"Davies, Neal","Tritle, Kent",9
"Davies, Neal","Tu, Qiang",8
"Davies, Neal",Westminster Symphonic Choir,3
"Davies, Neal","Zeugner, Max",1
"Davies, Virginia","Allen, Virginia",1
"Davies, Virginia","DeLuce, Iris",1
"Davies, Virginia","Dell, Peggy",1
"Davies, Virginia","Durand, Margaret",2
"Davies, Virginia","Eisele, Marguerite",2
"Davies, Virginia","Fischer, Ruth",2
"Davies, Virginia","Guigon, Lisa",2
"Davies, Virginia","Henkel, Martha",1
"Davies, Virginia","Huff, Valerie",1
"Davies, Virginia","McLain, Vida",2
"Davies, Virginia","McLaughlin, Marjorie",2
"Davies, Virginia","Pahl, Naida",1
"Davies, Virginia","Peck, Mollie",2
"Davies, Virginia","Roberts, Josephine",1
"Davies, Virginia","Wilkinson, Mary",1
"Davies, Virginia","Wise, Frances",1
"Davis, Alexander","Roberts, Ryan",1
"Davis, Charles K. L.",Chorus,3
"Davis, Daniel","Alessi, Joseph",1
"Davis, Daniel","Lamb, Christopher S.",1
"Davis, Daniel","LeClair, Judith P.",1
"Davis, Daniel","Nuccio, Mark",1
"Davis, Daniel","Okamoto, Satoshi",1
"Davis, Daniel","Smith, Philip",1
"Davis, Daniel","Staples, Sheryl",1
"Davis, Ellabelle",Schola Cantorum of NY,1
"Davis, Ernest",Brooklyn Apollo Club,1
"Davis, Ernest",Brooklyn Morning Choral Club,1
"Davis, Ernest",Glee Club of the University of Pennsylvania,1
"Davis, Ernest","Harris, Rachel Morton",2
"Davis, Ernest","Klink, Frieda",2
"Davis, Ernest",Matinee Musical Club Chorus of Philadelphia,1
"Davis, Ernest","Parkhurst, Adele",2
"Davis, Ernest","Patton, Fred",1
"Davis, Ernest",University Glee Club of Brooklyn,1
"Davis, Hope","Gritton, Susan",1
"Davis, Hope",New York Choral Artists,1
"Davis, Hope","Pisoni, Lorenzo",1
"Davis, Hope","Risley, Patricia",1
"Davis, Hope","Rogers, Reg",1
"Davis, Kate","Finnegan, John",1
"Davis, Kate","Maitland, Robert",1
"Davis, Leonard","Alessi, Joseph",1
"Davis, Leonard","Altmann, Bernardo",4
"Davis, Leonard","Appleman, Gerald K.",3
"Davis, Leonard","Baker, Julius",1
"Davis, Leonard","Becker, Eugene",1
"Davis, Leonard","Benedetti, Evangeline",1
"Davis, Leonard","Bernsohn, Lorin",8
"Davis, Leonard","Breslaw, Irene",3
"Davis, Leonard","Brook, Paige",5
"Davis, Leonard","Bullen, Sarah",1
"Davis, Leonard","Burgio, Michael",1
"Davis, Leonard","Cerminaro, John",2
"Davis, Leonard","Deak, Jon",1
"Davis, Leonard","Drucker, Stanley",6
"Davis, Leonard","Feldman, Jonathan",1
"Davis, Leonard","Fitz, Richard",1
"Davis, Leonard","Freeman, Stephen",2
"Davis, Leonard","Gottlieb, Gordon",1
"Davis, Leonard","Graf, Erich",1
"Davis, Leonard","Greitzer, Sol",3
"Davis, Leonard","Hannay, Dawn",1
"Davis, Leonard","Herman, Edward, Jr.",3
"Davis, Leonard","Hindell, Leonard",2
"Davis, Leonard","Hinds, Ruby",1
"Davis, Leonard","Hirsu, Valentin",3
"Davis, Leonard","Jacobs, Paul",3
"Davis, Leonard","Kaufman, Mindy",1
"Davis, Leonard","Kenote, Peter",1
"Davis, Leonard","Lehr, Barry",1
"Davis, Leonard","Levin, Beth",1
"Davis, Leonard","Mac Court, Donald",2
"Davis, Leonard","Munroe, Lorne",7
"Davis, Leonard","Myers, Philip",3
"Davis, Leonard","Nelson, Judith",1
"Davis, Leonard","O'Brien, Orin",1
"Davis, Leonard","Oppens, Ursula",1
"Davis, Leonard","Ormandy, Martin",7
"Davis, Leonard","Rence, Dorian",2
"Davis, Leonard","Robbins, Gerald",1
"Davis, Leonard","Robinson, Joseph",3
"Davis, Leonard","Roseman, Ronald",1
"Davis, Leonard","Saks, Toby",1
"Davis, Leonard","Schaeffer, John",3
"Davis, Leonard","Schwarz, Gerard",1
"Davis, Leonard","Shadel, William",1
"Davis, Leonard","Siebert, Renee (Renée)",1
"Davis, Leonard","Smith, Philip",1
"Davis, Leonard","Stacy, Thomas",2
"Davis, Leonard","Stutch, Nathan",8
"Davis, Leonard","Walden, Stanley",1
"Davis, Leonard","Ware, John",3
"Davis, Leonard","West, Philip",2
"Davis, Leonard","Wingreen, Harriet",4
"Davis, Leonard","Wise, Wilmer",1
"Davis, Ossie","Dee, Ruby",1
"Davis, Richard","Cocuzzo, Joe",2
"Davislim, Steve","Bordignon, Paolo",1
"Davislim, Steve","Laskowski, Kim",1
"Davislim, Steve","Moon-Myers, Eileen",1
"Davislim, Steve",New York Choral Artists,1
"Davislim, Steve","O'Brien, Orin",1
"Davislim, Steve","Owens, Eric",1
"Davislim, Steve","Rose, Peter",2
"Davislim, Steve","Smith, Philip",2
"Davislim, Steve","Tritle, Kent",2
"Davislim, Steve",Westminster Symphonic Choir,2
"Davy, Gloria","Guarrera, Frank",2
"Davy, Gloria","Morell, Barry",3
"Davy, Gloria","Nikolaidi, Elena",1
"Dawson, Evelynne","Adelman, Sarah",2
"Dawson, Evelynne","Ahigian, Macy",3
"Dawson, Evelynne","Allworth, Edward",2
"Dawson, Evelynne","Altwegg, Walter",2
"Dawson, Evelynne","Begenau, Donald",2
"Dawson, Evelynne","Bookbinder, Beatrice",2
"Dawson, Evelynne","Bourie, Walter",2
"Dawson, Evelynne","Brody, B. S.",2
"Dawson, Evelynne","Burns, John",3
"Dawson, Evelynne","Butler, Hazel Roy",1
"Dawson, Evelynne","Cohen, Judith",2
"Dawson, Evelynne","Cohen, Mildred",2
"Dawson, Evelynne","Cohn, Hadassah",2
"Dawson, Evelynne","Dlugatch, Evelyn",3
"Dawson, Evelynne","Dudley, Alice",2
"Dawson, Evelynne","Eldridge, Elaine",2
"Dawson, Evelynne","Field, Betty",2
"Dawson, Evelynne","Friedberg, Rosalind",2
"Dawson, Evelynne","Gillan, Dorothy",2
"Dawson, Evelynne","Goldblum, Arthur",1
"Dawson, Evelynne","Harvey, Arthur",2
"Dawson, Evelynne","Hoch, Sylvia",3
"Dawson, Evelynne","Hoff, Ella",2
"Dawson, Evelynne","Horn, Mildred",3
"Dawson, Evelynne","James, John",1
"Dawson, Evelynne","Joseph, Anastasia",3
"Dawson, Evelynne","Kamman, Ruth",3
"Dawson, Evelynne","Keyes, Ruth Mary",3
"Dawson, Evelynne","Knight, Ruth",2
"Dawson, Evelynne","Kropatkin, Katherine",3
"Dawson, Evelynne","Leader, Jacky",3
"Dawson, Evelynne","Leverich, William",2
"Dawson, Evelynne","Lomasky, Miriam",3
"Dawson, Evelynne","Martin, Mary Josephine",2
"Dawson, Evelynne","Morris, Lulu",3
"Dawson, Evelynne","Oertli, Fred",2
"Dawson, Evelynne","Oliver, Eugene",2
"Dawson, Evelynne","Pearsall, A.",1
"Dawson, Evelynne","Pinska, Klarna",3
"Dawson, Evelynne","Popper, Ruth",2
"Dawson, Evelynne","Pruitt, Lester",1
"Dawson, Evelynne","Rahlla, Leona",3
"Dawson, Evelynne","Rudolph, Ruth",2
"Dawson, Evelynne","Shafer, Lester",2
"Dawson, Evelynne","Shapiro, Alice",2
"Dawson, Evelynne","Sherbon, Elizabeth",3
"Dawson, Evelynne","Smuckler, Helen",3
"Dawson, Evelynne","St. Denis, Ruth",4
"Dawson, Evelynne","Stalzfus, John",2
"Dawson, Evelynne","Sternthal, Florence",2
"Dawson, Evelynne","Stilling, Joseph",2
"Dawson, Evelynne","Tanzer, Mildred",3
"Dawson, Evelynne","Terrell, Harry",1
"Dawson, Evelynne","Tree, Mary",2
"Dawson, Evelynne","Van Rosen, Ahdah",2
"Dawson, Evelynne","Vassos, John",1
"Dawson, Evelynne","Waters, Elizabeth",2
"Day, Bernard","Ackerman, Jean",3
"Day, Bernard","Adler, Emily",1
"Day, Bernard","Allyn, Dorothy",1
"Day, Bernard","Amy, Mathilde",1
"Day, Bernard","Bear, Bessie",1
"Day, Bernard","Bernadik, Ida",1
"Day, Bernard","Borisoff, Boris",1
"Day, Bernard","Brown, Mabel",1
"Day, Bernard","Brown, Perse",1
"Day, Bernard","Chanson, Belle",1
"Day, Bernard","Coleman, Solis",1
"Day, Bernard","Cook, Olney",1
"Day, Bernard","Crepeau, Lauretta",1
"Day, Bernard","Daixel, William",2
"Day, Bernard","Dembroe [Dembröe], Celia",3
"Day, Bernard","Dollar, William",7
"Day, Bernard","Ekeland, Gudrun",1
"Day, Bernard",Estelle Liebling Melodic Choir,2
"Day, Bernard","Evans, Margaret",1
"Day, Bernard","Flynn, Jeannette",1
"Day, Bernard","Forsberg, Eric",1
"Day, Bernard","Gebset, Nell",1
"Day, Bernard","Gilbert, Larry",1
"Day, Bernard","Gough, Frank",1
"Day, Bernard","Griffin, Carton",1
"Day, Bernard","Harris, Sally",3
"Day, Bernard","Harvey, Edith",1
"Day, Bernard","Hastings, Frank",1
"Day, Bernard","Hearn, William",1
"Day, Bernard","Higgins, Jack",1
"Day, Bernard","Honig, Morris",7
"Day, Bernard","Hoppenfield, Hilda",3
"Day, Bernard","Hopper, Grace",1
"Day, Bernard","Hosier, Beverly",3
"Day, Bernard","Jaeger, Charlotte",1
"Day, Bernard","Jameson, Ralph",1
"Day, Bernard","Johnson, Edith",1
"Day, Bernard","Josephy, Carmen",1
"Day, Bernard","Klein, Lillian",3
"Day, Bernard","Klein, Stanley",1
"Day, Bernard","Lane, Lanny",1
"Day, Bernard","Lawder, Arthur",1
"Day, Bernard","Lengsain, Julia",3
"Day, Bernard","Leslie, Milton",1
"Day, Bernard","Levinoff, Joseph",7
"Day, Bernard","Levinson, Evelyn",3
"Day, Bernard","Lewis, Harriet",1
"Day, Bernard","Lindner, Selma",1
"Day, Bernard",Marks,5
"Day, Bernard","Martin, Juliette",1
"Day, Bernard","McAvoy, Marion",1
"Day, Bernard","McKenna, Laura",1
"Day, Bernard","Miller, Claire",1
"Day, Bernard","Mulligan, John",1
"Day, Bernard","Noonan, Margaret",1
"Day, Bernard","O'Connor, Julia",1
"Day, Bernard","Parnas, Nathan",1
"Day, Bernard","Petite, Annette",1
"Day, Bernard","Pevny, Walter",1
"Day, Bernard","Posner, Joseph",1
"Day, Bernard","Quay, Elizabeth",1
"Day, Bernard","Quin, Jack",7
"Day, Bernard","Rapkin, Susanne",3
"Day, Bernard","Revel, Rina",1
"Day, Bernard","Robrish, Ruth",3
"Day, Bernard","Rosencrans, Joycelyn",1
"Day, Bernard","Sacks, Rose",1
"Day, Bernard","Saks, Ruth",3
"Day, Bernard","Schoenecker, Lillian",1
"Day, Bernard","Secular, Gertrude",1
"Day, Bernard","Selby, Catherine",3
"Day, Bernard","Shalit, Muriel",3
"Day, Bernard","Shirley, Margot",3
"Day, Bernard","Smith, Milton",7
"Day, Bernard","Solotar, Florence",3
"Day, Bernard","Spevack, Lillian",3
"Day, Bernard","Steeves, Anne",1
"Day, Bernard","Steiner, Fay",3
"Day, Bernard","Stewart, Lucille",3
"Day, Bernard","Strawbridge, Edwin",2
"Day, Bernard","Taska, George",5
"Day, Bernard","Thrasher, Melba",1
"Day, Bernard","Trim, Marjorie",1
"Day, Bernard","Twiford, Verda",1
"Day, Bernard","Usher, Lemuel",1
"Day, Bernard","VanDrooge, Jeanne",1
"Day, Bernard","Waters, Beatrice",3
"Day, Bernard","Williams, Jane",3
"Day, Bernard","Winger, Nellilew",1
"Day, Bernard","Zaldin, Jean",1
"Day, Elizabeth","Glossop, Ben",1
"Day, Elizabeth","Gongos, Chris",1
"Day, Elizabeth","Lemay, Raymond",1
"Day, Elizabeth","Nelsen, Jeff",1
"Day, Ernestine","Allen, Beatrice",4
"Day, Ernestine","Austin, Anna",4
"Day, Ernestine","Beck, Regenia",3
"Day, Ernestine","Bergh, Robert",4
"Day, Ernestine","Bommer, Marie",4
"Day, Ernestine","Borroughs, Grace",3
"Day, Ernestine","Chace, Marian",3
"Day, Ernestine","Cousens, Mabel Brooke Olive",3
"Day, Ernestine",Denishawn Dancers,1
"Day, Ernestine","Dennis, Estelle",5
"Day, Ernestine","Douglas, Ann",1
"Day, Ernestine","Duncan, Lillian",4
"Day, Ernestine","Gerish, Gertrude",1
"Day, Ernestine","Gibbard, Janet",1
"Day, Ernestine","Griggs, Campbell",3
"Day, Ernestine","Howry, Mary",3
"Day, Ernestine","Humphrey, Doris",4
"Day, Ernestine","James, Edith",4
"Day, Ernestine","Kempf, Ralph",1
"Day, Ernestine","Krans, Hazel",3
"Day, Ernestine","Lomasky, Miriam",1
"Day, Ernestine","Maffitt, Charlotte",3
"Day, Ernestine","Martin, Ara",3
"Day, Ernestine","Moore, Arthur",1
"Day, Ernestine","Novak, Nina",3
"Day, Ernestine","O'Neil, John",1
"Day, Ernestine","Sensenig, Barton, Jr.",3
"Day, Ernestine","Shafer, Lester",5
"Day, Ernestine","Shawn, Ted",5
"Day, Ernestine","Sherman, Jane",4
"Day, Ernestine","Smith, George",1
"Day, Ernestine","St. Denis, Ruth",4
"Day, Ernestine","Steares, George",6
"Day, Ernestine","Wassel, Erna",1
"Day, Ernestine","Weidman, Charles",4
"Day, Ernestine","Wheeler, Pearl",3
"Day, Ernestine","Wong, Linda",1
"Day, William (Liam)","Abbracciamento, John",2
"Day, William (Liam)","Anthony, Ryan",3
"Day, William (Liam)","Atkinson, Michael P.",1
"Day, William (Liam)","Baker, Michael",3
"Day, William (Liam)","Balio, Andy",3
"Day, William (Liam)","Balm, Neil",3
"Day, William (Liam)","Bartels, Justin",3
"Day, William (Liam)","Bensdorf, Ethan",2
"Day, William (Liam)","Berlin, Eric M.",3
"Day, William (Liam)","Bliznik, Karin",3
"Day, William (Liam)","Botez, Sarah",3
"Day, William (Liam)","Boulton, Thomas",3
"Day, William (Liam)","Brodsky, Mitch",3
"Day, William (Liam)","Bubolz, Chris",3
"Day, William (Liam)","Burgstaller, Josef",3
"Day, William (Liam)","Castleman, John",3
"Day, William (Liam)","Cupples, Tom",3
"Day, William (Liam)","DeCarlo, Kenneth",3
"Day, William (Liam)","DePeters, David",1
"Day, William (Liam)","Dill, Denver",3
"Day, William (Liam)","Dorer, Robert",3
"Day, William (Liam)","Dupuis, Kurt",3
"Day, William (Liam)","Garcia, Andrew",3
"Day, William (Liam)","Gasiorowski, Matt",3
"Day, William (Liam)","Ham, Jason",1
"Day, William (Liam)","Hammond, Kris",3
"Day, William (Liam)","Hosticka, Frank",3
