Source,Target,Weight
"Alessi, Joseph","Facenda, Aubrey",1
"Alessi, Joseph","Finlayson, David",80
"Alessi, Joseph","Fitch, Douglas",3
"Alessi, Joseph","Flores, Audrey",1
"Alessi, Joseph","Fornarotto, Carmine",1
"Alessi, Joseph","Gaag, Wolfgang",8
"Alessi, Joseph","Garcia, Andrew",1
"Alessi, Joseph","Gasiorowski, Matt",1
"Alessi, Joseph",German Brass,8
"Alessi, Joseph","Grossman, David J.",9
"Alessi, Joseph","Gunji, Maya",1
"Alessi, Joseph","Ham, Jason",1
"Alessi, Joseph","Hammond, Kris",1
"Alessi, Joseph","Harry, Don",18
"Alessi, Joseph","Harwood, Donald",68
"Alessi, Joseph","Haywood, Mindy",1
"Alessi, Joseph","Heckman, Werner",8
"Alessi, Joseph","Hilgers, Walter",8
"Alessi, Joseph","Hosticka, Frank",1
"Alessi, Joseph","Hudson, Caleb",12
"Alessi, Joseph","Hynes, Jim",1
"Alessi, Joseph","Höfs, Matthias",8
"Alessi, Joseph","Jaudes, Christian",1
"Alessi, Joseph","Jemo, Nick",1
"Alessi, Joseph","Kadlek, Tony",1
"Alessi, Joseph","Kainuma, Morris",1
"Alessi, Joseph",Kasumi,1
"Alessi, Joseph","Kitsopoulos, Maria",1
"Alessi, Joseph","Kohloff, Roland",1
"Alessi, Joseph","Krauss, David",1
"Alessi, Joseph","Kuyper, L. William",1
"Alessi, Joseph","Köller, Uwe",8
"Alessi, Joseph","Lafrance, Manon",9
"Alessi, Joseph","Lamb, Christopher S.",52
"Alessi, Joseph","Lamb, Virginia Perry",1
"Alessi, Joseph","Lang, Morris (Arnie)",7
"Alessi, Joseph","Laughton, Stuart",20
"Alessi, Joseph",Lee Musiker Trio,27
"Alessi, Joseph","Leonhart, Jay",27
"Alessi, Joseph","Levinson, Eugene",1
"Alessi, Joseph","Levinson, Gary",1
"Alessi, Joseph","Liarmakopoulos, Achilles",12
"Alessi, Joseph","Lindemann, Jens",26
"Alessi, Joseph","Madonia, Valerie",1
"Alessi, Joseph","Markey, James",83
"Alessi, Joseph","Marshal, Stephanie",1
"Alessi, Joseph","Martin, Christopher",2
"Alessi, Joseph","McCabe, Amy",1
"Alessi, Joseph","McClarty, James",1
"Alessi, Joseph","McKinney, Bryan",1
"Alessi, Joseph","Mergen, Michael",1
"Alessi, Joseph","Messenger, MaryKay",27
"Alessi, Joseph","Middleton, Keith",1
"Alessi, Joseph","Muckey, Matthew",3
"Alessi, Joseph","Murphy, Paul",1
"Alessi, Joseph","Musiker, Lee",30
"Alessi, Joseph","Myers, Michael",1
"Alessi, Joseph","Myers, Philip",23
"Alessi, Joseph","Nelsen, Jeff",32
"Alessi, Joseph","Nelson, Tim Blake",1
"Alessi, Joseph",New York Philharmonic Principal Brass Quintet,7
"Alessi, Joseph","Norton, Joshua",1
"Alessi, Joseph","Ohanian, David",26
"Alessi, Joseph","Okamoto, Satoshi",1
"Alessi, Joseph","Paris, Michael",1
"Alessi, Joseph","Paul, Kevin",1
"Alessi, Joseph","Penzarella, Vincent",1
"Alessi, Joseph","Pereira, Joseph",13
"Alessi, Joseph","Piddington, Guy",1
"Alessi, Joseph","Poppe, Stephan",8
"Alessi, Joseph","Puccini, Dorival",1
"Alessi, Joseph","Rence, Dorian",2
"Alessi, Joseph","Resky, Ryan",1
"Alessi, Joseph","Rhoten, Markus",50
"Alessi, Joseph","Riccomini, Raymond",1
"Alessi, Joseph","Ridenour, Brandon",15
"Alessi, Joseph","Rider, Sue",1
"Alessi, Joseph","Romm, Ronald",26
"Alessi, Joseph","Ross, James",1
"Alessi, Joseph",STOMP! cast,1
"Alessi, Joseph","Sakurai, Kitao",1
"Alessi, Joseph","Sanders, Annette",1
"Alessi, Joseph","Saporito, James",36
"Alessi, Joseph","Schlueter, Charlie",1
"Alessi, Joseph","Schoevaert, Marion",2
"Alessi, Joseph","Schuller, Andy",1
"Alessi, Joseph","Scully, Bernhard",37
"Alessi, Joseph","Seldes, Marian",1
"Alessi, Joseph","Siroky, Brad",1
"Alessi, Joseph","Smith, Philip",3
"Alessi, Joseph","Soper, Lee",1
"Alessi, Joseph","Spanjer, R. Allen",1
"Alessi, Joseph","Staples, Sheryl",1
"Alessi, Joseph","Sterrett, Leelanee",1
"Alessi, Joseph","Strong, Jeff",1
"Alessi, Joseph","Sullivan, Robert",1
"Alessi, Joseph","Swee, Daniel",1
"Alessi, Joseph","Tompkins, Joseph",1
"Alessi, Joseph","Turner, Kyle",28
"Alessi, Joseph",United States Military Academy Band,22
"Alessi, Joseph","United States Military Academy Band, Brass and Percussion",5
"Alessi, Joseph","United States Military Academy Band, Hellcats Field Music Group",2
"Alessi, Joseph","Venditti, Chris",1
"Alessi, Joseph","Vonderheide, Dave",1
"Alessi, Joseph","Wall, Howard",1
"Alessi, Joseph","Wallendorf, Klaus",8
"Alessi, Joseph","Watts, Eugene",83
"Alessi, Joseph","Williams, Colin",13
"Alessi, Joseph","Wingreen, Harriet",2
"Alessi, Joseph","Won, Allen",3
"Alessi, Joseph","Young, Rebecca",2
"Alessi, Joseph","Zerna, Kyle",5
"Alexander, Carlos","London, George",2
"Alexander, Carlos",Public School No. 12,2
"Alexander, Carlos",Schola Cantorum of NY,2
"Alexander, Carlos",Westminster Choir,2
"Alexander, Carlos","Yeend, Frances",1
"Alexander, Hudson","Kitchell, Charles M.",1
"Alexander, Hudson","Shelke, W.F.",1
"Alexander, Hudson","Sylvan, Bertram",1
"Alexander, James","Aul, Ronnie",1
"Alexander, James","Estrada, LaRosa",1
"Alexander, James","Freitag, Dorothea",1
"Alexander, James","Mendez, Julio",1
"Alexander, James","Morris, Lenwood",1
"Alexander, James","Robinson, Eugene",1
"Alexander, Jane","Blackwell, Allison",1
"Alexander, Jane","Cali, Brian",1
"Alexander, Jane","Compere, Carrie",1
"Alexander, Jane","Crawford, Alvin",1
"Alexander, Jane","Credit, Roosevelt Andre",1
"Alexander, Jane","Ella, Peyton",1
"Alexander, Jane","Faugno, Rick",1
"Alexander, Jane","Fitzgerald, Christopher",1
"Alexander, Jane","Greene, Tamar",1
"Alexander, Jane","Henningsen, Erika",1
"Alexander, Jane","Hogeland, Charissa",1
"Alexander, Jane","Hughey, David",1
"Alexander, Jane","Johnson, Leavata",1
"Alexander, Jane","Jones, Kendrick",1
"Alexander, Jane","Jones-Sojola, Andrea",1
"Alexander, Jane","Kaplan, Adam",1
"Alexander, Jane","Lewis, Norm",1
"Alexander, Jane","Mauzey, Alli",1
"Alexander, Jane","McDonald, Samuel A.",1
"Alexander, Jane","Oakley, Desi",1
"Alexander, Jane","Ovenden, Julian",1
"Alexander, Jane","Parham, Bryonha Marie",1
"Alexander, Jane","Pariseau, Kevin",1
"Alexander, Jane","Patty, Jessica Lea",1
"Alexander, Jane","Ryall, William",1
"Alexander, Jane","Sheridan, Jessica",1
"Alexander, Jane","Shoop, Laura",1
"Alexander, Jane","Simon, Jason",1
"Alexander, Jane","Torello, Joseph",1
"Alexander, Jane","Vortmann, Kevin",1
"Alexander, Jane","Walbye, Kay",1
"Alexander, Jane","Watson, Nyla",1
"Alexander, Jane","West, Correy",1
"Alexander, Jane","Willard, Fred",1
"Alexander, Jane","Williams, Leon",1
"Alexander, Jane","Williams, Vanessa",1
"Alexander, Jane","Worsham, Lauren",1
"Alexander, John","Berberian, Ara",2
"Alexander, John","Boatwright, McHenry",1
"Alexander, John",Schola Cantorum of NY,1
"Alexander, Roberta","Aler, John",1
"Alexander, Roberta",New York Choral Artists,3
"Alexander, Roberta","Plishka, Paul",1
"Alexander, Roberta","Quivar, Florence",1
"Alexopoulos, Helene","Boos, Paul",1
"Alexopoulos, Helene","Brown, Allison",1
"Alexopoulos, Helene","Craven, Kimberly",1
"Alexopoulos, Helene","Frame, Peter",1
"Alexopoulos, Helene","Hauser, Lauren",1
"Alexopoulos, Helene","Jones, Laura",1
"Alexopoulos, Helene","Karz, Romy",1
"Alexopoulos, Helene","Lavin, Jenna",1
"Alexopoulos, Helene","Phaling, Lynn",1
"Alexopoulos, Helene","Rogic, Marija",1
"Alexopoulos, Helene","Savoye, Sean",1
"Alexopoulos, Helene","Tracey, Margaret",1
"Algeciras, Pepe de","Del Mar, Lydia",3
"Algeciras, Pepe de",Norina,3
"Aliano, Douglas J","Huebner, Eric",2
"Alkema, Keri","Cooke, Sasha",1
"Alkema, Keri",Manhattan School of Music Chamber Choir,1
"Alkema, Keri","Markgraf, Kelly",1
"Alkema, Keri",Oratorio Society of New York,1
"Alkema, Keri","Scott, Brian T.",1
"Alkema, Keri","Tritle, Kent",1
"Alkema, Keri","Weilerstein, Joshua",1
All-City High School Chorus,"Brooks, Patricia",1
All-City High School Chorus,"Cossa, Dominic",1
All-City High School Chorus,"Du Pree, William",1
All-City High School Chorus,NBC Symphony Orchestra,1
"Allard, Edith","Gansert, Jack",3
"Allard, Edith","Oka, Ann",7
"Allard, Edith","Skibine, George",1
"Allen, Barbara","Breslaw, Irene",1
"Allen, Barbara","Deak, Jon",1
"Allen, Barbara","Ginsberg, Marc",1
"Allen, Barbara","Kim, Michelle",1
"Allen, Barbara","Thomas, Viviane",1
"Allen, Barbara","Wingreen, Harriet",2
"Allen, Beatrice","Bergh, Robert",6
"Allen, Beatrice","Bommer, Marie",4
"Allen, Beatrice","Chace, Marian",1
"Allen, Beatrice","Cousens, Mabel Brooke Olive",4
"Allen, Beatrice","Duncan, Lillian",1
"Allen, Beatrice","Gibbard, Janet",1
"Allen, Beatrice","Griggs, Campbell",4
"Allen, Beatrice","Kempf, Ralph",1
"Allen, Beatrice","Martin, Patricia",1
"Allen, Beatrice","Novak, Nina",3
"Allen, Beatrice","O'Neil, John",2
"Allen, Beatrice","Sensenig, Barton, Jr.",3
"Allen, Beatrice","Shafer, Lester",3
"Allen, Beatrice","Shawn, Ted",3
"Allen, Beatrice","Smith, George",2
"Allen, Beatrice","St. Denis, Ruth",1
"Allen, Beatrice","Steares, George",2
"Allen, Beatrice","Wassel, Erna",2
"Allen, Betty","Alexander, John",1
"Allen, Betty","Bell, Donald",1
"Allen, Betty","Boatwright, McHenry",3
"Allen, Betty","Brenner, Engelbert",1
"Allen, Betty","Bressler, Charles",2
"Allen, Betty",Browning School Boy's Choir,2
"Allen, Betty","Camerata Singers, The",3
"Allen, Betty",Choral Art Society,2
"Allen, Betty","Corigliano, John, Sr.",1
"Allen, Betty","Dash, Calvin O.",1
"Allen, Betty","Davidoff, Judith",1
"Allen, Betty","DeGaetani, Jan",1
"Allen, Betty","Eckert, Robert",2
"Allen, Betty","Estes, Simon",1
"Allen, Betty","Fuller, Albert",1
"Allen, Betty","Garber, Lin",1
"Allen, Betty","Goltzer, Albert",1
"Allen, Betty","Gomberg, Harold",2
"Allen, Betty","Gramm, Donald",1
"Allen, Betty","Hambro, Leonid",1
"Allen, Betty","Harris, John",1
"Allen, Betty","Hollweg, Werner",1
"Allen, Betty","Jacobs, Paul",3
"Allen, Betty","Jennings, Jerry",1
"Allen, Betty",Little Church Around the Corner Boys' Choir,4
"Allen, Betty","Lloyd, David",1
"Allen, Betty","McIntyre, Donald",1
"Allen, Betty","Michalski, Raymond",1
"Allen, Betty",Newark Boys' Choir,1
"Allen, Betty","Nimsgern, Siegmund",1
"Allen, Betty","Paul, Thomas",1
"Allen, Betty","Peters, Roberta",1
"Allen, Betty","Prince-Joseph, Bruce",2
"Allen, Betty","Raviola, Carlo",1
"Allen, Betty","Robb, Mary",1
"Allen, Betty",Schola Cantorum of NY,3
"Allen, Betty","Silverman, Stanley",1
"Allen, Betty","Skouras, Estelle",1
"Allen, Betty",St. Luke's Chapel Choir,1
"Allen, Betty","St. Paul's Boys' Choir (Westfield, NJ)",1
"Allen, Betty","Steele, Philip",1
"Allen, Betty","Stern, Carl",1
"Allen, Betty","Stewart, John",2
"Allen, Betty",The Collegiate Chorale,1
"Allen, Betty",Trinity Boys' Choir,1
"Allen, Betty","Turner, Clyde",1
"Allen, Betty","Venora, Lee",2
"Allen, Betty","Voketaitis, Arnold",2
"Allen, Betty","Wadsworth, Charles",6
"Allen, Betty","Wager, Michael",1
"Allen, Betty","Ware, John",1
"Allen, Betty","Washington, Barbara",1
"Allen, Betty",Westminster Choir,2
"Allen, Betty","Wildermann, William",1
"Allen, Betty","Wummer, John",1
"Allen, Glenn Seven","Mechanic, Andie",1
"Allen, Ivan","Apinee, Irene",2
"Allen, Ivan","Barr, Howard",1
"Allen, Ivan","Beaty, Richard",4
"Allen, Ivan","Bennett, Charles",3
"Allen, Ivan","Blum, Anthony",2
"Allen, Ivan","Carlton, Patricia",2
"Allen, Ivan","Sutherland, Paul",2
"Allen, Ivan","Young, Gayle",2
"Allen, Ivan","Yourth, Linda",2
"Allen, Louise","Austin, Anna",2
"Allen, Louise","Benedict, Mary Hazel",2
"Allen, Louise","Blackman, Norma",2
"Allen, Louise","Bookbinder, Beatrice",2
"Allen, Louise","Chace, Marian",2
"Allen, Louise","Cousens, Mabel Brooke Olive",2
"Allen, Louise","Eddy, Margaret",2
"Allen, Louise","Elton, Charlotte",2
"Allen, Louise","Field, Betty",2
"Allen, Louise","Friedberg, Rosalind",2
"Allen, Louise","Garcia, Gloria",2
"Allen, Louise","Heinze, Rosanna",2
"Allen, Louise","Kahn, Sylvia",2
"Allen, Louise","Krans, Hazel",2
"Allen, Louise","Lomasky, Miriam",2
"Allen, Louise","Maffitt, Charlotte",2
"Allen, Louise","Martin, Mary Josephine",2
"Allen, Louise","Popper, Ruth",2
"Allen, Louise","Robinson, Jean",2
"Allen, Louise","Romm, Florence",2
"Allen, Louise","Root, Sally",2
"Allen, Louise","Rothschyld, Sophie",2
"Allen, Louise","Rudolph, Ruth",2
"Allen, Louise","Sanchez, Mary Catherine",2
"Allen, Louise","Schechtan, Shirley",2
"Allen, Louise","Scheer, Rebecca",2
"Allen, Louise","Schumacher, Catherine",2
"Allen, Louise","St. Denis, Ruth",4
"Allen, Louise","Sternthal, Florence",2
"Allen, Louise","Sweeny, Peggy",2
"Allen, Louise","Symington, Doro",2
"Allen, Louise","Tanzer, Mildred",2
"Allen, Louise","Tinker, Gladys",2
"Allen, Louise","Tree, Mary",2
"Allen, Mildred","Andrews, Mitchell",1
"Allen, Mildred","Bonazzi, Elaine",1
"Allen, Mildred","Camerata Singers, The",1
"Allen, Mildred","Gedda, Nicolai",1
"Allen, Mildred","Jacobs, Paul",1
"Allen, Mildred","Kalish, Gilbert",1
"Allen, Mildred","Marsh, Calvin",1
"Allen, Mildred","Metcalf, William",1
"Allen, Mildred","Miller, Robert",1
"Allen, Mildred","Shadley, Richard",1
"Allen, Mildred","Singher, Martial",1
"Allen, Mildred","Smith, Kenneth",1
"Allen, Nancy","Allen, Barbara",1
"Allen, Nancy","Ba, Duoming",1
"Allen, Nancy","Bartlett, Eric",1
"Allen, Nancy","Benedetti, Evangeline",2
"Allen, Nancy","Breslaw, Irene",1
"Allen, Nancy","Brey, Carter",1
"Allen, Nancy","Chacon, Araceli",1
"Allen, Nancy","Church, Sandra",1
"Allen, Nancy","Drucker, Stanley",1
"Allen, Nancy","Druckman, Daniel",2
"Allen, Nancy","Dyson, Elizabeth",1
"Allen, Nancy","Fitz, Richard",1
"Allen, Nancy","Ge, Quan",1
"Allen, Nancy","Ginsberg, Marc",2
"Allen, Nancy","Gonzales, Alexei Yupanqui",1
"Allen, Nancy","Gottlieb, Gordon",1
"Allen, Nancy","Haber, Nancy",1
"Allen, Nancy","Han, June",1
"Allen, Nancy","Hannay, Dawn",1
"Allen, Nancy","Huebner, Eric",1
"Allen, Nancy","Jacobs, Paul",1
"Allen, Nancy","Jolles, Susan",1
"Allen, Nancy","Kamath, Vivek",21
"Allen, Nancy","Kaufman, Mindy",7
"Allen, Nancy","Kim, Michelle",2
"Allen, Nancy","Kudo, Sumire",1
"Allen, Nancy","Lachert, Hanna",1
"Allen, Nancy","Langevin, Robert",1
"Allen, Nancy","Leffert, Amy",15
"Allen, Nancy","Lu, Kuan Cheng",16
"Allen, Nancy","Martinez [Martínez] Forteza, Pascual",2
"Allen, Nancy","McGill, Anthony",10
"Allen, Nancy","Nelson, Judith",3
"Allen, Nancy","Norton, Lew",1
"Allen, Nancy","Oppens, Ursula",1
"Allen, Nancy","Park, Su Hyun",1
"Allen, Nancy","Party, Lionel",1
"Allen, Nancy","Passaro, Joe",1
"Allen, Nancy","Phelps, Cynthia",1
"Allen, Nancy","Rence, Dorian",6
"Allen, Nancy","Rinehart, Robert",5
"Allen, Nancy","Schoevaert, Marion",18
"Allen, Nancy","Schwalbach, Marié",1
"Allen, Nancy","Siebert, Renee (Renée)",1
"Allen, Nancy","Simon, Fiona",2
"Allen, Nancy","Thomas, Viviane",1
"Allen, Nancy","Tu, Qiang",2
"Allen, Nancy","Vickery, Nathan",21
"Allen, Nancy","Wentworth, Rion",1
"Allen, Nancy","Wingreen, Harriet",4
"Allen, Nancy","Yamada, Sharon",21
"Allen, Nancy","Young, Rebecca",22
"Allen, Nancy","Zeltser, Elizabeth",1
"Allen, Nancy","Ziskel, Yulia",5
"Allen, Sanford","Appleman, Gerald K.",1
"Allen, Sanford","Benedetti, Evangeline",1
"Allen, Sanford","Finclair, Barry",1
"Allen, Sanford","Jacobs, Paul",1
"Allen, Sanford","Lachert, Hanna",1
"Allen, Sanford","Moore, Kermit",1
"Allen, Sanford","Taylor, David",1
"Allen, Thomas","Blumenkrantz, Jeff",1
"Allen, Thomas","Ferrall, Gina",1
"Allen, Thomas","Goble, Patty",1
"Allen, Thomas","Herrera, John",1
"Allen, Thomas",Juilliard Undergraduate Workshop,1
"Allen, Thomas","LaManna, Janine",1
"Allen, Thomas","McCormack, Michael",1
"Allen, Thomas","McElroy, Michael",1
"Allen, Thomas","Olsen, Stanford",1
"Allen, Thomas","Price, Lonny",1
"Allen, Thomas",Westminster Choir,2
"Allen, Thomas",Westminster Symphonic Choir,1
"Allen, Thomas","Wills, Ray",1
"Allen, Thomas Michael","Conde, Carlos",1
"Allen, Thomas Michael","Corman, David",1
"Allen, Thomas Michael","Raver, Leonard",1
"Allen, Thomas Michael",Westminster Symphonic Choir,1
"Allen, Virginia","Durand, Margaret",1
"Allen, Virginia","Eisele, Marguerite",1
"Allen, Virginia","Fischer, Ruth",1
"Allen, Virginia","Guigon, Lisa",1
"Allen, Virginia","McLain, Vida",1
"Allen, Virginia","McLaughlin, Marjorie",1
"Allen, Virginia","Peck, Mollie",2
"Allen, Virginia","Wise, Frances",1
"Allicock, Aubrey",Manhattan School of Music Symphonic Choir,1
"Allworth, Edward","Adelman, Sarah",2
"Allworth, Edward","Ahigian, Macy",3
"Allworth, Edward","Altwegg, Walter",3
"Allworth, Edward","Begenau, Donald",3
"Allworth, Edward","Bookbinder, Beatrice",2
"Allworth, Edward","Bourie, Walter",3
"Allworth, Edward","Brody, B. S.",3
"Allworth, Edward","Burns, John",3
"Allworth, Edward","Butler, Hazel Roy",1
"Allworth, Edward","Cohen, Judith",2
"Allworth, Edward","Cohen, Mildred",3
"Allworth, Edward","Cohn, Hadassah",2
"Allworth, Edward","Dawson, Evelynne",1
"Allworth, Edward","Dlugatch, Evelyn",1
"Allworth, Edward","Dudley, Alice",1
"Allworth, Edward","Earle, Virginia",1
"Allworth, Edward","Field, Betty",1
"Allworth, Edward","Flowers, Max",1
"Allworth, Edward","Friedberg, Rosalind",2
"Allworth, Edward","Gillan, Dorothy",2
"Allworth, Edward","Gloss, George",1
"Allworth, Edward","Goldblum, Arthur",1
"Allworth, Edward","Gray, Wailes",1
"Allworth, Edward","Haakon, Paul",1
"Allworth, Edward","Harris, Fred",1
"Allworth, Edward","Harvey, Arthur",3
"Allworth, Edward","Hoch, Sylvia",1
"Allworth, Edward","Hoff, Ella",1
"Allworth, Edward","Hood, Leon",1
"Allworth, Edward","Horn, Mildred",1
"Allworth, Edward","James, John",1
"Allworth, Edward","Joseph, Anastasia",1
"Allworth, Edward","Kamman, Ruth",1
"Allworth, Edward","Keyes, Ruth Mary",1
"Allworth, Edward","Knight, Ruth",2
"Allworth, Edward","Kropatkin, Katherine",1
"Allworth, Edward","Leader, Jacky",1
"Allworth, Edward","Leverich, William",3
"Allworth, Edward","Lomasky, Miriam",1
"Allworth, Edward","Martin, Mary Josephine",1
"Allworth, Edward","McClellan, Kenneth",1
"Allworth, Edward","Moreno, Donald",1
"Allworth, Edward","Morris, Lulu",1
"Allworth, Edward","Mumaw, Barton",1
"Allworth, Edward","Oertli, Fred",3
"Allworth, Edward","Oliver, Eugene",3
"Allworth, Edward","Pearsall, A.",1
"Allworth, Edward","Pinska, Klarna",1
"Allworth, Edward","Popper, Ruth",2
"Allworth, Edward","Pruitt, Lester",1
"Allworth, Edward","Rahlla, Leona",1
"Allworth, Edward","Rudolph, Ruth",2
"Allworth, Edward","Shafer, Lester",2
"Allworth, Edward","Shapiro, Alice",2
"Allworth, Edward","Shawn, Ted",2
"Allworth, Edward","Sherbon, Elizabeth",1
"Allworth, Edward","Smith, Kerry",1
"Allworth, Edward","Smuckler, Helen",1
"Allworth, Edward","St. Denis, Ruth",4
"Allworth, Edward","Stalzfus, John",2
"Allworth, Edward","Sternthal, Florence",2
"Allworth, Edward","Stilling, Joseph",3
"Allworth, Edward","Stoltzfus, John",1
"Allworth, Edward","Tanzer, Mildred",1
"Allworth, Edward","Terrell, Harry",1
"Allworth, Edward","Tree, Mary",1
"Allworth, Edward","Van Rosen, Ahdah",1
"Allworth, Edward","Vassos, John",1
"Allworth, Edward","Waters, Elizabeth",2
"Allworth, Edward","Wielage, Fred",1
"Allworth, Edward","Wiley, Donald",1
"Allyn, Dorothy","Adler, Emily",1
"Allyn, Dorothy","Amy, Mathilde",1
"Allyn, Dorothy","Bear, Bessie",1
"Allyn, Dorothy","Bernadik, Ida",1
"Allyn, Dorothy","Borisoff, Boris",1
"Allyn, Dorothy","Brown, Mabel",1
"Allyn, Dorothy","Brown, Perse",1
"Allyn, Dorothy","Chanson, Belle",1
"Allyn, Dorothy","Coleman, Solis",1
"Allyn, Dorothy","Cook, Olney",1
"Allyn, Dorothy","Crepeau, Lauretta",1
"Allyn, Dorothy","Ekeland, Gudrun",1
"Allyn, Dorothy",Estelle Liebling Melodic Choir,1
"Allyn, Dorothy","Evans, Margaret",1
"Allyn, Dorothy","Flynn, Jeannette",1
"Allyn, Dorothy","Forsberg, Eric",1
"Allyn, Dorothy","Gebset, Nell",1
"Allyn, Dorothy","Gilbert, Larry",1
"Allyn, Dorothy","Gough, Frank",1
"Allyn, Dorothy","Griffin, Carton",1
"Allyn, Dorothy","Harvey, Edith",1
"Allyn, Dorothy","Hastings, Frank",1
"Allyn, Dorothy","Hearn, William",1
"Allyn, Dorothy","Higgins, Jack",1
"Allyn, Dorothy","Hopper, Grace",1
"Allyn, Dorothy","Jaeger, Charlotte",1
"Allyn, Dorothy","Jameson, Ralph",1
"Allyn, Dorothy","Johnson, Edith",1
"Allyn, Dorothy","Josephy, Carmen",1
"Allyn, Dorothy","Klein, Stanley",1
"Allyn, Dorothy","Lane, Lanny",1
"Allyn, Dorothy","Lawder, Arthur",1
"Allyn, Dorothy","Leslie, Milton",1
"Allyn, Dorothy","Lewis, Harriet",1
"Allyn, Dorothy","Lindner, Selma",1
"Allyn, Dorothy","Martin, Juliette",1
"Allyn, Dorothy","McAvoy, Marion",1
"Allyn, Dorothy","McKenna, Laura",1
"Allyn, Dorothy","Miller, Claire",1
"Allyn, Dorothy","Mulligan, John",1
"Allyn, Dorothy","Noonan, Margaret",1
"Allyn, Dorothy","O'Connor, Julia",1
"Allyn, Dorothy","Parnas, Nathan",1
"Allyn, Dorothy","Petite, Annette",1
"Allyn, Dorothy","Pevny, Walter",1
"Allyn, Dorothy","Posner, Joseph",1
"Allyn, Dorothy","Quay, Elizabeth",1
"Allyn, Dorothy","Revel, Rina",1
"Allyn, Dorothy","Rosencrans, Joycelyn",1
"Allyn, Dorothy","Sacks, Rose",1
"Allyn, Dorothy","Schoenecker, Lillian",1
"Allyn, Dorothy","Secular, Gertrude",1
"Allyn, Dorothy","Steeves, Anne",1
"Allyn, Dorothy","Thrasher, Melba",1
"Allyn, Dorothy","Trim, Marjorie",1
"Allyn, Dorothy","Twiford, Verda",1
"Allyn, Dorothy","Usher, Lemuel",1
"Allyn, Dorothy","VanDrooge, Jeanne",1
"Allyn, Dorothy","Winger, Nellilew",1
"Allyn, Dorothy","Zaldin, Jean",1
"Alon, Meir","Mgrdichian, George",2
"Alon, Meir","Newman, Morris",2
"Alonso, Alicia","Allen, Ivan",2
"Alonso, Alicia","Bennett, Charles",2
"Alonso, Alicia","Borowska, Irina",1
"Alonso, Alicia","Borree, Susan",2
"Alonso, Alicia","Bruhn, Erik",2
"Alonso, Alicia","Chase, Lucia",2
"Alonso, Alicia","Chouteau, Yvonne",1
"Alonso, Alicia","Fernandez, Royes",4
"Alonso, Alicia","Koesun, Ruth Ann",2
"Alonso, Alicia","Kriza, John",2
"Alonso, Alicia","Laing, Hugh",2
"Alonso, Alicia","Lland, Michael",2
"Alonso, Alicia","Loring, Eugene",2
"Alonso, Alicia","Losch, Tilly",2
"Alonso, Alicia","Martinez, Enrique",2
"Alonso, Alicia","Robbins, Jerome",1
"Alonso, Alicia","Saddler, Donald",1
"Alonso, Alicia","Serrano, Lupe",2
"Alonso, Alicia","Sutherland, Paul",1
